ranking_title	ranking_version	country_name	country_rank	country_score
Gender Inequality Index	2021	Mongolia	76	0.313
Gender Inequality Index	2021	Montenegro	32	0.119
Gender Inequality Index	2021	Morocco	104	0.425
Gender Inequality Index	2021	Mozambique	136	0.537
Gender Inequality Index	2021	Myanmar	125	0.498
Gender Inequality Index	2021	Namibia	111	0.445
Gender Inequality Index	2021	Nepal	113	0.452
Gender Inequality Index	2021	Netherlands	5	0.025
Gender Inequality Index	2021	New Zealand	25	0.088
Gender Inequality Index	2021	Nicaragua	102	0.424
Gender Inequality Index	2021	Niger	153	0.611
Gender Inequality Index	2021	Nigeria	168	0.68
Gender Inequality Index	2021	North Macedonia	37	0.134
Gender Inequality Index	2021	Norway	2	0.016
Gender Inequality Index	2021	Oman	72	0.3
Gender Inequality Index	2021	Pakistan	135	0.534
Gender Inequality Index	2021	Panama	96	0.392
Gender Inequality Index	2021	Papua New Guinea	169	0.725
Gender Inequality Index	2021	Paraguay	111	0.445
Gender Inequality Index	2021	Peru	90	0.38
Gender Inequality Index	2021	Philippines	101	0.419
Gender Inequality Index	2021	Poland	31	0.109
Gender Inequality Index	2021	Portugal	15	0.067
Gender Inequality Index	2021	Qatar	54	0.22
Gender Inequality Index	2021	Romania	67	0.282
Gender Inequality Index	2021	Russian Federation	50	0.203
Gender Inequality Index	2021	Rwanda	93	0.388
Gender Inequality Index	2021	Saint Lucia	91	0.381
Gender Inequality Index	2021	Saint Vincent and the Grenadines	94	0.39
Gender Inequality Index	2021	Samoa	99	0.418
Gender Inequality Index	2021	Sao Tome and Principe	124	0.494
Gender Inequality Index	2021	Saudi Arabia	59	0.247
Gender Inequality Index	2021	Senegal	131	0.53
Gender Inequality Index	2021	Serbia	36	0.131
Gender Inequality Index	2021	Sierra Leone	162	0.633
Gender Inequality Index	2021	Singapore	7	0.04
Gender Inequality Index	2021	Slovakia	45	0.18
Gender Inequality Index	2021	Slovenia	18	0.071
Gender Inequality Index	2021	South Africa	97	0.405
Gender Inequality Index	2021	South Sudan	150	0.587
Gender Inequality Index	2021	Spain	14	0.057
Gender Inequality Index	2021	Sri Lanka	92	0.383
Gender Inequality Index	2021	Sudan	141	0.553
Gender Inequality Index	2021	Suriname	105	0.427
Gender Inequality Index	2021	Sweden	4	0.023
Gender Inequality Index	2021	Switzerland	3	0.018
Gender Inequality Index	2021	Syrian Arab Republic	119	0.477
Gender Inequality Index	2021	Tajikistan	68	0.285
Gender Inequality Index	2021	Tanzania (United Republic of)	146	0.56
Gender Inequality Index	2021	Thailand	79	0.333
Gender Inequality Index	2021	Timor-Leste	89	0.378
Gender Inequality Index	2021	Togo	149	0.58
Gender Inequality Index	2021	Tonga	160	0.631
Gender Inequality Index	2021	Trinidad and Tobago	81	0.344
Gender Inequality Index	2021	Tunisia	61	0.259
Gender Inequality Index	2021	Turkmenistan	43	0.177
Gender Inequality Index	2021	Türkiye	65	0.272
Gender Inequality Index	2021	Uganda	131	0.53
Gender Inequality Index	2021	Ukraine	49	0.2
Gender Inequality Index	2021	United Arab Emirates	11	0.049
Gender Inequality Index	2021	United Kingdom	27	0.098
Gender Inequality Index	2021	United States	44	0.179
Gender Inequality Index	2021	Uruguay	58	0.235
Gender Inequality Index	2021	Uzbekistan	56	0.227
Gender Inequality Index	2021	Venezuela (Bolivarian Republic of)	123	0.492
Gender Inequality Index	2021	Viet Nam	71	0.296
Gender Inequality Index	2021	Yemen	170	0.82
Gender Inequality Index	2021	Zambia	138	0.54
Gender Inequality Index	2021	Zimbabwe	134	0.532
Global Acceptance Index	2020	Afghanistan	121	3.32
Global Acceptance Index	2020	Albania	154	2.65
Global Acceptance Index	2020	Algeria	81	4.28
Global Acceptance Index	2020	Andorra	22	7.48
Global Acceptance Index	2020	Angola	101	3.66
Global Acceptance Index	2020	Antigua and Barbuda	112	3.52
Global Acceptance Index	2020	Argentina	26	7.07
Global Acceptance Index	2020	Armenia	161	2.17
Global Acceptance Index	2020	Australia	11	8.03
Global Acceptance Index	2020	Austria	25	7.2
Global Acceptance Index	2020	Azerbaijan	174	1.42
Global Acceptance Index	2020	Bahamas	88	4.09
Global Acceptance Index	2020	Bahrain	43	5.73
Global Acceptance Index	2020	Bangladesh	98	3.69
Global Acceptance Index	2020	Barbados	76	4.43
Global Acceptance Index	2020	Belarus	118	3.38
Global Acceptance Index	2020	Belgium	15	7.95
Global Acceptance Index	2020	Belize	85	4.14
Global Acceptance Index	2020	Benin	90	3.88
Global Acceptance Index	2020	Bhutan	83	4.18
Global Acceptance Index	2020	Bolivia	55	5.24
Global Acceptance Index	2020	Bosnia Herzegovina	143	2.87
Global Acceptance Index	2020	Botswana	80	4.3
Global Acceptance Index	2020	Brazil	24	7.22
Global Acceptance Index	2020	Bulgaria	82	4.19
Global Acceptance Index	2020	Burkina Faso	139	2.96
Global Acceptance Index	2020	Burundi	124	3.3
Global Acceptance Index	2020	Cambodia	66	4.96
Global Acceptance Index	2020	Cameroon	145	2.79
Global Acceptance Index	2020	Canada	5	9.02
Global Acceptance Index	2020	Cape Verde	30	6.78
Global Acceptance Index	2020	Central African Republic	156	2.62
Global Acceptance Index	2020	Chad	150	2.72
Global Acceptance Index	2020	Chile	29	6.83
Global Acceptance Index	2020	China	98	3.69
Global Acceptance Index	2020	Colombia	35	6.1
Global Acceptance Index	2020	Comoros	115	3.47
Global Acceptance Index	2020	Costa Rica	33	6.35
Global Acceptance Index	2020	Cote d'Ivoire	109	3.55
Global Acceptance Index	2020	Croatia	63	5.05
Global Acceptance Index	2020	Cuba	41	5.8
Global Acceptance Index	2020	Cyprus	58	5.16
Global Acceptance Index	2020	Czech Republic	38	5.87
Global Acceptance Index	2020	Democratic Republic of the Congo	121	3.32
Global Acceptance Index	2020	Denmark	7	8.69
Global Acceptance Index	2020	Djibouti	142	2.89
Global Acceptance Index	2020	Dominica	108	3.56
Global Acceptance Index	2020	Dominican Republic	65	4.98
Global Acceptance Index	2020	Ecuador	48	5.47
Global Acceptance Index	2020	Egypt	158	2.48
Global Acceptance Index	2020	El Salvador	56	5.22
Global Acceptance Index	2020	Estonia	54	5.25
Global Acceptance Index	2020	Ethiopia	170	1.63
Global Acceptance Index	2020	Finland	14	7.96
Global Acceptance Index	2020	France	19	7.73
Global Acceptance Index	2020	Gabon	144	2.8
Global Acceptance Index	2020	Gambia	159	2.44
Global Acceptance Index	2020	Georgia	140	2.94
Global Acceptance Index	2020	Germany	19	7.73
Global Acceptance Index	2020	Ghana	153	2.68
Global Acceptance Index	2020	Greece	49	5.44
Global Acceptance Index	2020	Grenada	90	3.88
Global Acceptance Index	2020	Guatemala	72	4.71
Global Acceptance Index	2020	Guinea	133	3.06
Global Acceptance Index	2020	Guyana	79	4.36
Global Acceptance Index	2020	Haiti	121	3.32
Global Acceptance Index	2020	Honduras	59	5.15
Global Acceptance Index	2020	Hong Kong	32	6.38
Global Acceptance Index	2020	Hungary	62	5.08
Global Acceptance Index	2020	Iceland	1	9.78
Global Acceptance Index	2020	India	51	5.28
Global Acceptance Index	2020	Indonesia	145	2.79
Global Acceptance Index	2020	Iran	163	2.11
Global Acceptance Index	2020	Iraq	93	3.81
Global Acceptance Index	2020	Ireland	8	8.41
Global Acceptance Index	2020	Israel	44	5.69
Global Acceptance Index	2020	Italy	27	6.94
Global Acceptance Index	2020	Jamaica	92	3.83
Global Acceptance Index	2020	Japan	53	5.26
Global Acceptance Index	2020	Jordan	166	1.87
Global Acceptance Index	2020	Kazakhstan	152	2.69
Global Acceptance Index	2020	Kenya	105	3.62
Global Acceptance Index	2020	Kosovo	112	3.52
Global Acceptance Index	2020	Kuwait	106	3.61
Global Acceptance Index	2020	Kyrgyzstan	162	2.16
Global Acceptance Index	2020	Laos	69	4.89
Global Acceptance Index	2020	Latvia	77	4.42
Global Acceptance Index	2020	Lebanon	103	3.63
Global Acceptance Index	2020	Lesotho	83	4.18
Global Acceptance Index	2020	Liberia	154	2.65
Global Acceptance Index	2020	Libya	95	3.78
Global Acceptance Index	2020	Lithuania	78	4.38
Global Acceptance Index	2020	Luxembourg	18	7.82
Global Acceptance Index	2020	Madagascar	120	3.36
Global Acceptance Index	2020	Malawi	169	1.75
Global Acceptance Index	2020	Malaysia	114	3.48
Global Acceptance Index	2020	Mali	148	2.74
Global Acceptance Index	2020	Malta	12	8.01
Global Acceptance Index	2020	Mauritania	168	1.77
Global Acceptance Index	2020	Mauritius	50	5.34
Global Acceptance Index	2020	Mexico	31	6.5
Global Acceptance Index	2020	Moldova	165	1.91
Global Acceptance Index	2020	Mongolia	151	2.71
Global Acceptance Index	2020	Montenegro	111	3.53
Global Acceptance Index	2020	Morocco	117	3.39
Global Acceptance Index	2020	Mozambique	68	4.92
Global Acceptance Index	2020	Myanmar	86	4.11
Global Acceptance Index	2020	Nagorno-Karabakh	157	2.54
Global Acceptance Index	2020	Namibia	67	4.93
Global Acceptance Index	2020	Nepal	17	7.84
Global Acceptance Index	2020	Netherlands	2	9.46
Global Acceptance Index	2020	New Zealand	10	8.23
Global Acceptance Index	2020	Nicaragua	46	5.57
Global Acceptance Index	2020	Niger	137	2.97
Global Acceptance Index	2020	Nigeria	160	2.18
Global Acceptance Index	2020	North Macedonia	132	3.13
Global Acceptance Index	2020	Northern Cyprus	45	5.59
Global Acceptance Index	2020	Norway	3	9.38
Global Acceptance Index	2020	Pakistan	101	3.66
Global Acceptance Index	2020	Palestine	129	3.2
Global Acceptance Index	2020	Panama	51	5.28
Global Acceptance Index	2020	Paraguay	71	4.74
Global Acceptance Index	2020	Peru	59	5.15
Global Acceptance Index	2020	Philippines	36	6.06
Global Acceptance Index	2020	Poland	59	5.15
Global Acceptance Index	2020	Portugal	28	6.87
Global Acceptance Index	2020	Puerto Rico	21	7.52
Global Acceptance Index	2020	Qatar	110	3.54
Global Acceptance Index	2020	Republic of the Congo	126	3.27
Global Acceptance Index	2020	Romania	87	4.1
Global Acceptance Index	2020	Russia	125	3.28
Global Acceptance Index	2020	Rwanda	147	2.77
Global Acceptance Index	2020	Saint Kitts and Nevis	96	3.71
Global Acceptance Index	2020	Saint Lucia	94	3.8
Global Acceptance Index	2020	Saint Vincent and the Grenadines	134	3.04
Global Acceptance Index	2020	Sao Tome and Principe	130	3.15
Global Acceptance Index	2020	Saudi Arabia	107	3.6
Global Acceptance Index	2020	Senegal	167	1.85
Global Acceptance Index	2020	Serbia	96	3.71
Global Acceptance Index	2020	Sierra Leone	137	2.97
Global Acceptance Index	2020	Singapore	39	5.86
Global Acceptance Index	2020	Slovakia	70	4.82
Global Acceptance Index	2020	Slovenia	34	6.21
Global Acceptance Index	2020	Somaliland	171	1.59
Global Acceptance Index	2020	South Africa	37	6.01
Global Acceptance Index	2020	South Korea	75	4.53
Global Acceptance Index	2020	South Sudan	149	2.73
Global Acceptance Index	2020	Spain	6	8.77
Global Acceptance Index	2020	Sri Lanka	128	3.23
Global Acceptance Index	2020	Sudan	136	2.99
Global Acceptance Index	2020	Suriname	74	4.64
Global Acceptance Index	2020	Swaziland	135	3.02
Global Acceptance Index	2020	Sweden	4	9.18
Global Acceptance Index	2020	Switzerland	13	8
Global Acceptance Index	2020	Syria	56	5.22
Global Acceptance Index	2020	Taiwan	42	5.74
Global Acceptance Index	2020	Tajikistan	173	1.56
Global Acceptance Index	2020	Tanzania	126	3.27
Global Acceptance Index	2020	Thailand	40	5.81
Global Acceptance Index	2020	Togo	130	3.15
Global Acceptance Index	2020	Trinidad and Tobago	73	4.7
Global Acceptance Index	2020	Tunisia	118	3.38
Global Acceptance Index	2020	Turkey	89	3.94
Global Acceptance Index	2020	Uganda	103	3.63
Global Acceptance Index	2020	Ukraine	141	2.91
Global Acceptance Index	2020	United Kingdom	9	8.34
Global Acceptance Index	2020	United States	23	7.42
Global Acceptance Index	2020	Uruguay	16	7.9
Global Acceptance Index	2020	Uzbekistan	100	3.68
Global Acceptance Index	2020	Venezuela	47	5.51
Global Acceptance Index	2020	Vietnam	64	4.99
Global Acceptance Index	2020	Yemen	116	3.41
Global Acceptance Index	2020	Zambia	164	2.04
Global Acceptance Index	2020	Zimbabwe	172	1.57
Global Peace Index	2022	Afghanistan	163	3.554
Global Peace Index	2022	Albania	41	1.761
Global Peace Index	2022	Algeria	109	2.146
Global Peace Index	2022	Angola	78	1.982
Global Peace Index	2022	Argentina	69	1.911
Global Peace Index	2022	Armenia	83	1.992
Global Peace Index	2022	Australia	27	1.565
Global Peace Index	2022	Austria	5	1.3
Global Peace Index	2022	Azerbaijan	128	2.437
Global Peace Index	2022	Bahrain	99	2.085
Global Peace Index	2022	Bangladesh	96	2.067
Global Peace Index	2022	Belarus	116	2.259
Global Peace Index	2022	Belgium	22	1.526
Global Peace Index	2022	Benin	105	2.125
Global Peace Index	2022	Bhutan	19	1.481
Global Peace Index	2022	Bolivia	80	1.989
Global Peace Index	2022	Bosnia and Herzegovina	58	1.85
Global Peace Index	2022	Botswana	48	1.801
Global Peace Index	2022	Brazil	130	2.465
Global Peace Index	2022	Bulgaria	24	1.541
Global Peace Index	2022	Burkina Faso	146	2.786
Global Peace Index	2022	Burundi	131	2.47
Global Peace Index	2022	Cambodia	62	1.882
Global Peace Index	2022	Cameroon	142	2.709
Global Peace Index	2022	Canada	12	1.389
Global Peace Index	2022	Central African Republic	155	3.021
Global Peace Index	2022	Chad	136	2.591
Global Peace Index	2022	Chile	55	1.84
Global Peace Index	2022	China	89	2.01
Global Peace Index	2022	Colombia	144	2.729
Global Peace Index	2022	Costa Rica	38	1.732
Global Peace Index	2022	Cote d' Ivoire	108	2.144
Global Peace Index	2022	Croatia	15	1.44
Global Peace Index	2022	Cuba	98	2.083
Global Peace Index	2022	Cyprus	67	1.903
Global Peace Index	2022	Czech Republic	8	1.318
Global Peace Index	2022	Democratic Republic of the Congo	158	3.166
Global Peace Index	2022	Denmark	4	1.296
Global Peace Index	2022	Djibouti	113	2.213
Global Peace Index	2022	Dominican Republic	81	1.99
Global Peace Index	2022	Ecuador	79	1.988
Global Peace Index	2022	Egypt	126	2.342
Global Peace Index	2022	El Salvador	114	2.231
Global Peace Index	2022	Equatorial Guinea	59	1.863
Global Peace Index	2022	Eritrea	132	2.494
Global Peace Index	2022	Estonia	33	1.662
Global Peace Index	2022	Eswatini	93	2.033
Global Peace Index	2022	Ethiopia	149	2.806
Global Peace Index	2022	Finland	14	1.439
Global Peace Index	2022	France	65	1.895
Global Peace Index	2022	Gabon	75	1.973
Global Peace Index	2022	Georgia	95	2.065
Global Peace Index	2022	Germany	16	1.462
Global Peace Index	2022	Ghana	40	1.759
Global Peace Index	2022	Greece	53	1.838
Global Peace Index	2022	Guatemala	106	2.139
Global Peace Index	2022	Guinea	123	2.332
Global Peace Index	2022	Guinea-Bissau	110	2.156
Global Peace Index	2022	Guyana	107	2.14
Global Peace Index	2022	Haiti	115	2.254
Global Peace Index	2022	Honduras	117	2.269
Global Peace Index	2022	Hungary	13	1.411
Global Peace Index	2022	Iceland	1	1.107
Global Peace Index	2022	India	135	2.578
Global Peace Index	2022	Indonesia	47	1.8
Global Peace Index	2022	Iran	141	2.687
Global Peace Index	2022	Iraq	157	3.157
Global Peace Index	2022	Ireland	3	1.288
Global Peace Index	2022	Israel	134	2.576
Global Peace Index	2022	Italy	32	1.643
Global Peace Index	2022	Jamaica	81	1.99
Global Peace Index	2022	Japan	10	1.336
Global Peace Index	2022	Jordan	57	1.849
Global Peace Index	2022	Kazakhstan	97	2.071
Global Peace Index	2022	Kenya	120	2.303
Global Peace Index	2022	Kosovo	71	1.938
Global Peace Index	2022	Kuwait	39	1.739
Global Peace Index	2022	Kyrgyz Republic	91	2.028
Global Peace Index	2022	Laos	51	1.809
Global Peace Index	2022	Latvia	35	1.673
Global Peace Index	2022	Lebanon	138	2.615
Global Peace Index	2022	Lesotho	100	2.089
Global Peace Index	2022	Liberia	75	1.973
Global Peace Index	2022	Libya	151	2.93
Global Peace Index	2022	Lithuania	37	1.724
Global Peace Index	2022	Madagascar	84	1.995
Global Peace Index	2022	Malawi	65	1.895
Global Peace Index	2022	Malaysia	18	1.471
Global Peace Index	2022	Mali	150	2.911
Global Peace Index	2022	Mauritania	112	2.193
Global Peace Index	2022	Mauritius	28	1.57
Global Peace Index	2022	Mexico	137	2.612
Global Peace Index	2022	Moldova	62	1.882
Global Peace Index	2022	Mongolia	42	1.775
Global Peace Index	2022	Montenegro	48	1.801
Global Peace Index	2022	Morocco	74	1.969
Global Peace Index	2022	Mozambique	122	2.316
Global Peace Index	2022	Myanmar	139	2.631
Global Peace Index	2022	Namibia	68	1.908
Global Peace Index	2022	Nepal	73	1.947
Global Peace Index	2022	Netherlands	21	1.522
Global Peace Index	2022	New Zealand	2	1.269
Global Peace Index	2022	Nicaragua	124	2.334
Global Peace Index	2022	Niger	140	2.655
Global Peace Index	2022	Nigeria	143	2.725
Global Peace Index	2022	North Korea	152	2.942
Global Peace Index	2022	North Macedonia	36	1.704
Global Peace Index	2022	Norway	17	1.465
Global Peace Index	2022	Oman	64	1.889
Global Peace Index	2022	Pakistan	147	2.789
Global Peace Index	2022	Palestine	133	2.552
Global Peace Index	2022	Panama	61	1.876
Global Peace Index	2022	Papua New Guinea	94	2.046
Global Peace Index	2022	Paraguay	77	1.976
Global Peace Index	2022	Peru	101	2.091
Global Peace Index	2022	Philippines	125	2.339
Global Peace Index	2022	Poland	25	1.552
Global Peace Index	2022	Portugal	6	1.301
Global Peace Index	2022	Qatar	23	1.533
Global Peace Index	2022	Republic of the Congo	111	2.184
Global Peace Index	2022	Romania	31	1.64
Global Peace Index	2022	Russia	160	3.275
Global Peace Index	2022	Rwanda	72	1.945
Global Peace Index	2022	Saudi Arabia	119	2.288
Global Peace Index	2022	Senegal	70	1.916
Global Peace Index	2022	Serbia	52	1.832
Global Peace Index	2022	Sierra Leone	50	1.803
Global Peace Index	2022	Singapore	9	1.326
Global Peace Index	2022	Slovakia	20	1.499
Global Peace Index	2022	Slovenia	7	1.316
Global Peace Index	2022	Somalia	156	3.125
Global Peace Index	2022	South Africa	118	2.283
Global Peace Index	2022	South Korea	43	1.779
Global Peace Index	2022	South Sudan	159	3.184
Global Peace Index	2022	Spain	29	1.603
Global Peace Index	2022	Sri Lanka	90	2.02
Global Peace Index	2022	Sudan	154	3.007
Global Peace Index	2022	Sweden	26	1.564
Global Peace Index	2022	Switzerland	11	1.357
Global Peace Index	2022	Syria	161	3.356
Global Peace Index	2022	Taiwan	30	1.618
Global Peace Index	2022	Tajikistan	92	2.031
Global Peace Index	2022	Tanzania	86	2.001
Global Peace Index	2022	Thailand	103	2.098
Global Peace Index	2022	The Gambia	45	1.792
Global Peace Index	2022	Timor-Leste	54	1.839
Global Peace Index	2022	Togo	102	2.094
Global Peace Index	2022	Trinidad and Tobago	88	2.005
Global Peace Index	2022	Tunisia	85	1.996
Global Peace Index	2022	Turkey	145	2.785
Global Peace Index	2022	Turkmenistan	104	2.116
Global Peace Index	2022	Uganda	121	2.309
Global Peace Index	2022	Ukraine	153	2.971
Global Peace Index	2022	United Arab Emirates	60	1.865
Global Peace Index	2022	United Kingdom	34	1.667
Global Peace Index	2022	United States of America	129	2.44
Global Peace Index	2022	Uruguay	46	1.795
Global Peace Index	2022	Uzbekistan	86	2.001
Global Peace Index	2022	Venezuela	148	2.798
Global Peace Index	2022	Vietnam	44	1.786
Global Peace Index	2022	Yemen	162	3.394
Global Peace Index	2022	Zambia	56	1.841
Global Peace Index	2022	Zimbabwe	127	2.35
Global Terrorism Index	2021	Afghanistan	163	9.109
Global Terrorism Index	2021	Albania	1	0
Global Terrorism Index	2021	Algeria	125	4.432
Global Terrorism Index	2021	Angola	73	0.291
Global Terrorism Index	2021	Argentina	107	2.657
Global Terrorism Index	2021	Armenia	1	0
Global Terrorism Index	2021	Australia	104	2.438
Global Terrorism Index	2021	Austria	112	3.261
Global Terrorism Index	2021	Azerbaijan	1	0
Global Terrorism Index	2021	Bahrain	99	2.145
Global Terrorism Index	2021	Bangladesh	124	4.411
Global Terrorism Index	2021	Belarus	1	0
Global Terrorism Index	2021	Belgium	96	1.745
Global Terrorism Index	2021	Benin	111	3.164
Global Terrorism Index	2021	Bhutan	1	0
Global Terrorism Index	2021	Bolivia	1	0
Global Terrorism Index	2021	Bosnia and Herzegovina	1	0
Global Terrorism Index	2021	Botswana	1	0
Global Terrorism Index	2021	Brazil	83	0.951
Global Terrorism Index	2021	Bulgaria	1	0
Global Terrorism Index	2021	Burkina Faso	160	8.27
Global Terrorism Index	2021	Burundi	121	4.271
Global Terrorism Index	2021	Cambodia	1	0
Global Terrorism Index	2021	Cameroon	153	7.432
Global Terrorism Index	2021	Canada	116	3.882
Global Terrorism Index	2021	Central African Republic	1	0
Global Terrorism Index	2021	Chad	145	6.379
Global Terrorism Index	2021	Chile	146	6.496
Global Terrorism Index	2021	China	97	1.863
Global Terrorism Index	2021	Colombia	150	7.068
Global Terrorism Index	2021	Costa Rica	1	0
Global Terrorism Index	2021	Cote d' Ivoire	122	4.31
Global Terrorism Index	2021	Croatia	1	0
Global Terrorism Index	2021	Cuba	1	0
Global Terrorism Index	2021	Cyprus	82	0.922
Global Terrorism Index	2021	Czech Republic	73	0.291
Global Terrorism Index	2021	Democratic Republic of the Congo	147	6.733
Global Terrorism Index	2021	Denmark	73	0.291
Global Terrorism Index	2021	Djibouti	1	0
Global Terrorism Index	2021	Dominican Republic	1	0
Global Terrorism Index	2021	Ecuador	108	2.766
Global Terrorism Index	2021	Egypt	149	6.932
Global Terrorism Index	2021	El Salvador	1	0
Global Terrorism Index	2021	Equatorial Guinea	1	0
Global Terrorism Index	2021	Eritrea	1	0
Global Terrorism Index	2021	Estonia	1	0
Global Terrorism Index	2021	Ethiopia	115	3.759
Global Terrorism Index	2021	Finland	84	1.007
Global Terrorism Index	2021	France	129	4.562
Global Terrorism Index	2021	Gabon	73	0.291
Global Terrorism Index	2021	Georgia	1	0
Global Terrorism Index	2021	Germany	131	4.729
Global Terrorism Index	2021	Ghana	1	0
Global Terrorism Index	2021	Greece	135	4.849
Global Terrorism Index	2021	Guatemala	1	0
Global Terrorism Index	2021	Guinea	1	0
Global Terrorism Index	2021	Guinea-Bissau	1	0
Global Terrorism Index	2021	Guyana	1	0
Global Terrorism Index	2021	Haiti	1	0
Global Terrorism Index	2021	Honduras	1	0
Global Terrorism Index	2021	Hungary	1	0
Global Terrorism Index	2021	Iceland	1	0
Global Terrorism Index	2021	India	152	7.432
Global Terrorism Index	2021	Indonesia	140	5.5
Global Terrorism Index	2021	Iran	137	5.015
Global Terrorism Index	2021	Iraq	162	8.511
Global Terrorism Index	2021	Ireland	85	1.06
Global Terrorism Index	2021	Israel	134	4.778
Global Terrorism Index	2021	Italy	114	3.687
Global Terrorism Index	2021	Jamaica	1	0
Global Terrorism Index	2021	Japan	93	1.46
Global Terrorism Index	2021	Jordan	106	2.594
Global Terrorism Index	2021	Kazakhstan	1	0
Global Terrorism Index	2021	Kenya	144	6.166
Global Terrorism Index	2021	Kosovo	73	0.291
Global Terrorism Index	2021	Kuwait	1	0
Global Terrorism Index	2021	Kyrgyz Republic	1	0
Global Terrorism Index	2021	Laos	1	0
Global Terrorism Index	2021	Latvia	1	0
Global Terrorism Index	2021	Lebanon	113	3.566
Global Terrorism Index	2021	Lesotho	1	0
Global Terrorism Index	2021	Liberia	1	0
Global Terrorism Index	2021	Libya	138	5.1
Global Terrorism Index	2021	Lithuania	81	0.827
Global Terrorism Index	2021	Macedonia (FYR)	1	0
Global Terrorism Index	2021	Madagascar	1	0
Global Terrorism Index	2021	Malawi	1	0
Global Terrorism Index	2021	Malaysia	101	2.247
Global Terrorism Index	2021	Mali	157	8.152
Global Terrorism Index	2021	Mauritania	80	0.509
Global Terrorism Index	2021	Mauritius	1	0
Global Terrorism Index	2021	Mexico	103	2.428
Global Terrorism Index	2021	Moldova	1	0
Global Terrorism Index	2021	Mongolia	1	0
Global Terrorism Index	2021	Montenegro	1	0
Global Terrorism Index	2021	Morocco	88	1.156
Global Terrorism Index	2021	Mozambique	151	7.432
Global Terrorism Index	2021	Myanmar	155	7.83
Global Terrorism Index	2021	Namibia	1	0
Global Terrorism Index	2021	Nepal	130	4.693
Global Terrorism Index	2021	Netherlands	98	2.077
Global Terrorism Index	2021	New Zealand	123	4.376
Global Terrorism Index	2021	Nicaragua	1	0
Global Terrorism Index	2021	Niger	156	7.856
Global Terrorism Index	2021	Nigeria	158	8.233
Global Terrorism Index	2021	North Korea	1	0
Global Terrorism Index	2021	Norway	87	1.109
Global Terrorism Index	2021	Oman	1	0
Global Terrorism Index	2021	Pakistan	154	7.825
Global Terrorism Index	2021	Palestine	132	4.736
Global Terrorism Index	2021	Panama	1	0
Global Terrorism Index	2021	Papua New Guinea	1	0
Global Terrorism Index	2021	Paraguay	100	2.194
Global Terrorism Index	2021	Peru	127	4.471
Global Terrorism Index	2021	Philippines	148	6.79
Global Terrorism Index	2021	Poland	1	0
Global Terrorism Index	2021	Portugal	1	0
Global Terrorism Index	2021	Qatar	1	0
Global Terrorism Index	2021	Republic of the Congo	1	0
Global Terrorism Index	2021	Romania	85	1.06
Global Terrorism Index	2021	Russia	120	4.219
Global Terrorism Index	2021	Rwanda	89	1.243
Global Terrorism Index	2021	Saudi Arabia	110	3.11
Global Terrorism Index	2021	Senegal	94	1.58
Global Terrorism Index	2021	Serbia	1	0
Global Terrorism Index	2021	Sierra Leone	1	0
Global Terrorism Index	2021	Singapore	1	0
Global Terrorism Index	2021	Slovakia	1	0
Global Terrorism Index	2021	Slovenia	1	0
Global Terrorism Index	2021	Somalia	161	8.398
Global Terrorism Index	2021	South Africa	89	1.243
Global Terrorism Index	2021	South Korea	1	0
Global Terrorism Index	2021	South Sudan	1	0
Global Terrorism Index	2021	Spain	109	2.861
Global Terrorism Index	2021	Sri Lanka	139	5.445
Global Terrorism Index	2021	Sudan	73	0.291
Global Terrorism Index	2021	Swaziland	1	0
Global Terrorism Index	2021	Sweden	95	1.66
Global Terrorism Index	2021	Switzerland	105	2.522
Global Terrorism Index	2021	Syria	159	8.25
Global Terrorism Index	2021	Taiwan	72	0.227
Global Terrorism Index	2021	Tajikistan	117	3.988
Global Terrorism Index	2021	Tanzania	128	4.53
Global Terrorism Index	2021	Thailand	142	5.723
Global Terrorism Index	2021	The Gambia	1	0
Global Terrorism Index	2021	Timor-Leste	1	0
Global Terrorism Index	2021	Togo	89	1.243
Global Terrorism Index	2021	Trinidad and Tobago	1	0
Global Terrorism Index	2021	Tunisia	126	4.447
Global Terrorism Index	2021	Turkey	141	5.651
Global Terrorism Index	2021	Turkmenistan	1	0
Global Terrorism Index	2021	Uganda	119	4.106
Global Terrorism Index	2021	Ukraine	102	2.304
Global Terrorism Index	2021	United Arab Emirates	1	0
Global Terrorism Index	2021	United Kingdom	133	4.77
Global Terrorism Index	2021	United States of America	136	4.961
Global Terrorism Index	2021	Uruguay	92	1.322
Global Terrorism Index	2021	Uzbekistan	1	0
Global Terrorism Index	2021	Venezuela	118	4.005
Global Terrorism Index	2021	Vietnam	79	0.407
Global Terrorism Index	2021	Yemen	143	5.87
Global Terrorism Index	2021	Zambia	1	0
Global Terrorism Index	2021	Zimbabwe	1	0
Good Country Index	1.5	Afghanistan	162	162
Good Country Index	1.5	Albania	64	64
Good Country Index	1.5	Algeria	136	136
Good Country Index	1.5	Angola	151	151
Good Country Index	1.5	Antigua and Barbuda	132	132
Good Country Index	1.5	Argentina	63	63
Good Country Index	1.5	Armenia	43	43
Good Country Index	1.5	Australia	18	18
Good Country Index	1.5	Austria	10	10
Good Country Index	1.5	Azerbaijan	98	98
Good Country Index	1.5	Bahamas	159	159
Good Country Index	1.5	Bahrain	145	145
Good Country Index	1.5	Bangladesh	105	105
Good Country Index	1.5	Barbados	94	94
